INDEX;A_TOTAL_AMT_DELQ_1;A_TOTAL_BALANCES;A_TOTAL_NBR_ACCTS;MARITAL_STATUS_1;MARITAL_STATUS_2;MARITAL_STATUS_3;MARITAL_STATUS_4;RENT_BUY_CODE_1;RENT_BUY_CODE_2;RENT_BUY_CODE_3;RENT_BUY_CODE_4;CURR_RES_MTHS;PREV_RES_MTHS;OCCN_CODE;CURR_EMPL_MTHS;PREV_EMPL_MTHS;CHQ_ACCT_IND_1;CHQ_ACCT_IND_2;CHQ_ACCT_IND_3;SAV_ACCT_IND_1;SAV_ACCT_IND_2;SAV_ACCT_IND_3;TOTAL_NBR_CREDIT_CARDS;NBR_OF_DEPENDANTS;AMEX_CARD_1;DINERS_CARD_1;VISA_CARD_1;MASTERCARD_1;RETAIL_CARDS_1;B_ENQ_LAST_WEEK;B_ENQ_L1M;B_ENQ_L3M;B_ENQ_L6M_GR1;B_ENQ_L6M_GR2;B_ENQ_L6M_GR3;B_ENQ_L12M_GR1;B_ENQ_L12M_GR2;B_ENQ_L12M_GR3;B_DEF_PAID_L12M;B_ENQ_L6M;B_DEF_PAID_IND_1;B_DEF_UNPD_IND_1;A_DISTRICT_APPLICANT;DVR_LIC;CREDIT_CARD_TYPE_1;AGE_AT_APPLICATION;TARGET_FLAG_1
10913;0;0;0;1;0;0;1;1;0;1;0;0.012315271;0.090909091;0;0.011111111;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0.666666667;1;0;0.106382979;1
10989;0;0;0;1;1;0;0;1;0;1;0;0.012315271;1;0;0.133333333;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0.666666667;0;0;0.4;0;0.285714286;0;0;0.166666667;1;0;0.14893617;1
11030;0;0;0;1;0;0;1;1;1;0;0;0.056650246;0.090909091;0.833333333;0.4;0;1;0;0;1;0;0;0;0.5;1;1;1;1;1;0;0;0.5;0;0.333333333;0.666666667;0;0.4;0.6;0;0.428571429;0;0;0.5;1;1;0.489361702;1
11096;0;0.891918691;0.5;1;0;0;1;1;0;1;0;0.100985222;0.022727273;0;0.133333333;0;0;1;0;1;0;0;0;0.25;0;0;0;0;0;0;0.5;0.5;0;0;0.666666667;0.25;0;0.4;0;0.285714286;0;0;0.666666667;1;0;0.617021277;1
11204;0;0;0;1;0;0;1;1;1;0;0;0.157635468;0;0.833333333;0.025;1;1;0;0;1;0;0;0.5;0.5;0;0;1;0;0;0;0;0.25;0;0.666666667;0;0;0.4;0;0;0.285714286;0;0;0.166666667;1;1;0.425531915;1
11258;0;0;0;1;1;0;0;1;0;1;0;0.007389163;0.363636364;0;0.269444444;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.142857143;0;0;0.833333333;0;0;0.446808511;1
11282;0;0;0;1;0;1;0;0;1;1;0;0.352216749;0;0;0.033333333;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0.333333333;1;0;0.063829787;1
11292;0;0;0.5;1;1;0;0;1;1;0;0;0.322660099;0;0;0.069444444;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0.166666667;1;0;0.531914894;1
11296;0;0;0;1;0;1;0;1;1;0;0;0.0591133;0.090909091;0;0.072222222;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0.5;0;0.666666667;0;0;0.4;0;0;0.285714286;0;0;0.5;1;0;0.425531915;1
11335;0;0;0;0;1;1;0;1;1;0;0;0.588669951;0;0.277777778;0.066666667;1;1;0;0;1;0;0;0;0.5;1;1;1;1;1;0;0;0.25;0;0;0.666666667;0.25;0.2;0.4;0;0.285714286;0;0;0.333333333;1;1;0.468085106;1
11407;0;0;1;1;1;0;0;1;1;0;0;0.022167488;0.295454545;0;0.166666667;0;1;0;0;1;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0.4;0;0;0;0;0.833333333;1;0;0.170212766;1
11410;0;0;0;1;1;0;0;1;0;0;1;0.032019704;0.272727273;0;0.166666667;0;1;0;0;1;0;0;0;0.75;0;0;0;0;0;0;0.5;0.25;0;0;0.333333333;0;0;0.2;0;0.142857143;0;0;0.333333333;1;0;0.340425532;1
11449;0;0;0;1;0;1;0;0;1;1;0;0.293103448;0;0;0.016666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;1;0;0.085106383;1
11564;0;0;0;1;0;0;1;1;0;1;0;0.002463054;0.045454545;0;0.116666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1;0;0.042553191;1
11654;0;0;0;1;0;0;1;1;1;0;0;0.071428571;0.090909091;0;0.266666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.666666667;0;0;0.4;0;0.285714286;0;0;0.166666667;1;0;0.29787234;1
11675;0;0;0;1;1;0;0;1;1;0;0;0.4408867;0;0;0;0;0;1;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;1;0;0.446808511;1
11768;0;0;0;1;0;0;1;1;0;1;0;0;0.090909091;0;0.002777778;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0.5;0.25;0.333333333;0;0;0.25;0;0;0;0.142857143;0;0;0.166666667;0;0;0.234042553;1
11853;0;0;0;1;0;1;0;1;1;0;0;0.064039409;0.640151515;0;0.1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1;0;0.574468085;1
12115;0;0;0;1;1;0;0;1;1;0;0;0.174876847;0;0;0.1;0;0;1;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;1;0;0.319148936;1
12130;0;0;0;1;1;0;0;1;0;1;0;0.039408867;0.045454545;0;0.047222222;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0.333333333;0;0;0.2;0;0.142857143;0;0;0.166666667;1;0;0.29787234;1
12144;0;0;0;1;1;0;0;1;0;0;1;0.115763547;0;0;0.1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;1;0;0.468085106;1
12259;0;0;0.5;1;1;0;0;1;1;0;0;0.086206897;0;0;0.35;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0.666666667;1;0;0.4;0.6;0;0.714285714;0;0;0.5;1;0;0.553191489;1
12278;0;0;0;1;1;0;0;1;0;1;0;0.061576355;0.181818182;0.833333333;0.166666667;0.117647059;1;0;0;1;0;0;0;0;1;1;1;1;1;0;0.5;0.25;0;0;0;0;0;0;0;0.142857143;0;0;0.333333333;1;1;0.234042553;1
12280;0;0;1;1;1;0;0;1;1;0;0;0.086206897;1;0.833333333;0.272222222;0.352941176;1;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;1;1;0.531914894;1
12329;0;0;0;1;1;0;0;1;1;0;0;0.002463054;0.090909091;0;0.166666667;0;0;1;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0.333333333;0;0;0.4;0;0.142857143;0;0;0.333333333;1;0;0.468085106;1
12337;0;0;0;1;0;0;1;1;1;0;0;0.012315271;0.454545455;0;0.172222222;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0.6;0.4;0;0;0;0;0.833333333;1;0;0.063829787;1
12407;0;0;0;1;1;0;0;1;0;1;0;0.032019704;0.049242424;0;0.033333333;0;0;1;0;1;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.166666667;1;0;0.255319149;1
12492;0;0;0;1;0;1;0;1;0;0;1;0.009852217;0.181818182;0;0.033333333;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0.666666667;0;0;0.4;0;0.285714286;0;0;0.333333333;1;0;0.234042553;1
12601;0;0;0;1;0;0;1;1;0;1;0;0.027093596;0.045454545;0;0.083333333;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1;0;0.170212766;1
12676;0;0;0;1;1;0;0;1;1;0;0;0.022167488;0.204545455;0;0.216666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0.5;0.25;0;0.333333333;0;0.25;0.2;0.4;0;0.142857143;0;0;0.5;1;0;0.404255319;1
12696;0;0;0;1;1;0;0;1;1;0;0;0.504926108;0.007575758;0;0.505555556;0;0;1;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0.833333333;1;0;0.425531915;1
12704;0;0;0;1;1;0;0;1;0;0;1;0.041871921;1;0;0.019444444;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0.5;0.25;0;0.333333333;0;0;0.2;0.2;0;0.142857143;0;0;0.166666667;1;0;0.744680851;1
12743;0;0;0;1;1;0;0;1;1;0;0;0.160098522;0.022727273;0;0.102777778;0;0;1;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0.25;0;0;0.333333333;0;0;0.4;0;0.142857143;0;0;0.333333333;1;0;0.276595745;1
12759;0;0;0;1;1;0;0;1;1;0;0;0.086206897;0;0;0.2;0;0;1;0;1;0;0;0;0.75;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0.6;0;0;0;0;0.333333333;1;0;0.361702128;1
12777;0;0;0;1;0;1;0;1;0;1;0;0.002463054;0.090909091;0;0.002777778;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0.75;0;0;1;0;0;0.6;0;0.428571429;0;0;1;1;0;0.276595745;1
12784;0;0;0;1;0;1;0;1;0;1;0;0.204433498;0;0;0.166666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0.25;0.5;1;0;0.333333333;1;0;0.2;0.8;0;0.714285714;0;0;0.166666667;1;0;0.340425532;1
12794;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0.833333333;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;1;1;0;0.872340426;1
12898;0;0;0;1;0;0;1;1;0;1;0;0.012315271;0.113636364;0;0.033333333;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1;0;0.255319149;1
12903;0;0;0;1;0;1;0;1;1;0;0;0.056650246;0.272727273;0;0.1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.6;0;0.571428571;0;0;0.166666667;1;0;0.170212766;1
12988;0;0;0;1;1;0;0;1;1;0;0;0.056650246;0.090909091;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1;0;1;1
13037;0;0;0;1;1;0;0;0;1;1;0;0.736453202;0;0.722222222;0.133333333;0.588235294;0;1;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0.333333333;0;0;0.2;0;0;0.142857143;0;0;0.333333333;1;1;0.127659574;1
13101;0;0;0;1;1;0;0;0;1;1;0;0.677339901;0;0.5;0.133333333;0;1;0;0;1;0;0;0.5;0;0;0;1;0;0;0.25;0.5;0.25;0.333333333;0;0;0.25;0;0;0;0.142857143;0;0;0.5;1;1;0.085106383;1
13133;0;0;0;1;1;0;0;1;0;1;0;0.004926108;0.045454545;0;0.05;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1;0;0.14893617;1
13379;0;0;0;1;1;0;0;1;0;0;1;0.012315271;0.287878788;0;0.011111111;0;1;0;0;1;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0.142857143;0;0;0.5;1;0;0.680851064;1
13403;0;0;0;1;1;0;0;1;1;0;0;0.012315271;0.181818182;0;0.5;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0.333333333;0;0;0.4;0;0.285714286;0;0;0.333333333;1;0;0.319148936;1
13426;0;0;0;1;0;1;0;1;0;1;0;0.4408867;0;0;0.266666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0.166666667;1;0;0.404255319;1
13547;0;0;0;1;1;0;0;1;0;0;1;0.019704433;0.140151515;0;0.086111111;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0.5;0.25;0;0;0;0;0;0;0;0.142857143;0;0;0.5;1;0;0.319148936;1
13566;0;0;0;1;0;0;1;1;1;0;0;0.056650246;0.034090909;0;0.366666667;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0.5;0.5;0.333333333;1;1;0.5;0.6;1;0;1;0;0;0.166666667;1;0;0.234042553;1
13638;0;0;0;1;1;0;0;1;1;0;0;0.086206897;0;0;0.066666667;0;1;0;0;1;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.666666667;1;0;0.553191489;1
13671;0;0;0;1;1;0;0;1;0;0;1;0.884236453;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1;0;0.872340426;1
13730;0;0;0;1;0;1;0;1;0;1;0;0.130541872;0.022727273;0;0.016666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;1;0;0.106382979;1
13738;0;0;0;1;0;1;0;0;1;1;0;0.293103448;0;0;0.022222222;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1;0;0.042553191;1
13768;0;0;0;1;1;0;0;1;1;0;0;0.233990148;0;0;0.066666667;0;0;1;0;1;0;0;0;0.5;0;0;0;0;0;0.25;0.5;0.25;0.333333333;0;0;0.25;0;0;0;0.142857143;0;0;0.166666667;1;0;0.382978723;1
13857;0;0;0;1;1;0;0;1;0;1;0;0.108374384;0.034090909;0;0.033333333;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.666666667;1;0;0.234042553;1
13896;0;0;0;1;1;0;0;0;1;1;0;0.524630542;0.037878788;0;0.166666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0.75;0;0;1;0;0;0.8;0;0.571428571;0;0;0.333333333;1;0;0.085106383;1
13899;0;0;0;1;1;0;0;1;1;0;0;0.263546798;0;0;0.766666667;0;1;0;0;1;0;0;0;0.75;0;0;0;0;0;0;0;0.25;0.333333333;0;0;0.25;0;0.4;0;0.142857143;0;0;0.5;1;0;0.468085106;1
13927;0;0;0;0;1;1;0;1;0;1;0;0.007389163;0.113636364;0;0.075;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.2;0;0;0;0;0;1;0;0.531914894;1
13948;0;0;0;1;1;0;0;1;0;0;1;0.236453202;0.003787879;0;0.080555556;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0.25;0;0;0;0.5;0;0;0;0.142857143;0;0;0.166666667;1;0;0.553191489;1
13967;0;0;0;1;1;0;0;1;1;0;0;0.066502463;0.227272727;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0.75;0.333333333;0.666666667;0.666666667;0.5;0.4;0.8;0;0.714285714;0;0;0.166666667;1;0;0.617021277;1
14008;0;0;0;1;0;1;0;1;0;1;0;0.145320197;0;0;0.1;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;1;0;0.425531915;1
14044;0;0;0;1;0;1;0;1;0;0;1;0;0.090909091;0;0.166666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;1;0;0;0.8;0;0.571428571;0;0;0.166666667;1;0;0.29787234;1
14081;0;0;0;1;1;0;0;1;1;0;0;0.4408867;0;0;0.033333333;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0.166666667;1;0;0.914893617;1
14096;0;0;0;1;1;0;0;0;1;1;0;0.21182266;0.011363636;0;0.272222222;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0.666666667;0;0;0.4;0;0.285714286;0;0;0.5;1;0;0.127659574;1
14144;0;0;0;1;1;0;0;1;0;1;0;0.012315271;0.363636364;0;0.008333333;0;0;1;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.285714286;0;0;0.333333333;1;0;0.489361702;1
14170;0;0;0.5;1;1;0;0;1;1;0;0;0.056650246;0.090909091;0;0.366666667;0;1;0;0;1;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0.25;0.2;0;0;0;0;0;0.166666667;1;0;0.319148936;1
14337;0;0;0;1;1;0;0;1;1;0;0;0.145320197;0;0;0.083333333;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.142857143;0;0;0.5;1;0;0.29787234;1
14355;0;0;0;1;0;0;1;1;0;1;0;0.145320197;0;0;0.05;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0.5;0.25;0;0.666666667;0.333333333;0.25;0.6;0.4;0;0.428571429;0;0;0.166666667;1;0;0.29787234;1
14366;0;0;0;1;1;0;0;0;1;0;1;0.266009852;0;0;0.4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0.25;0.5;0.5;0.333333333;0;0.333333333;0.25;0;0.2;0;0.285714286;0;0;0.833333333;1;0;0.765957447;1
14447;0;0;0;1;1;0;0;1;0;1;0;0.093596059;0.204545455;0.055555556;0.25;0;1;0;0;1;0;0;0.5;0;1;1;1;1;1;0;0;0.5;0;0;0.666666667;0;0;0.4;0;0.285714286;0;0;0.333333333;1;1;0.191489362;1
14493;0;1;0.5;1;1;0;0;1;1;0;0;0.366995074;0;0;0.333333333;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;0;0;0.5;0;0.2;0;0.142857143;0;0;0.166666667;1;0;0.723404255;1
14634;0;0;0;1;0;0;1;1;1;0;0;0.322660099;0;0.166666667;0.019444444;1;0;1;0;1;0;0;1;0;1;0;1;0;0;0;1;0.5;0.333333333;0.333333333;1;0.25;0.2;1;0;0.714285714;0;0;0.166666667;1;1;0.617021277;1
14648;0;0.171046108;0.5;1;1;0;0;1;1;0;0;0.056650246;0.045454545;0.277777778;0.066666667;0.470588235;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0.333333333;1;1;0.319148936;1
14749;0;0;0;1;0;0;1;1;1;0;0;0;0.022727273;0.833333333;0.016666667;1;1;0;0;1;0;0;0.5;0.5;1;1;1;1;1;0;0;0.5;0;0;0.666666667;0;0.2;0.4;0;0.285714286;0;0;0.833333333;1;1;0.361702128;1
14802;0;0;0;1;1;0;0;1;1;0;0;0.019704433;0.113636364;0;0.066666667;0;0;1;0;1;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0.666666667;0;0;0.4;0.2;0;0.285714286;0;0;0.166666667;1;0;0.276595745;1
14931;0;0;0;1;1;0;0;1;1;0;0;0.02955665;0.409090909;0.833333333;0.5;0;1;0;0;1;0;0;0.5;0;1;1;1;0;0;0;0;0.5;0;0;0.666666667;0;0;0.4;0;0.285714286;0;0;0.5;1;1;0.276595745;1
14950;0;0.021814576;0.5;1;0;1;0;1;0;1;0;0.174876847;0;0;0.1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.127659574;1
14952;0;0;0;1;0;1;0;1;0;1;0;0.056650246;0.090909091;0;0.066666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.25;0.333333333;0;0;0.75;0;0;0;0.285714286;0;0;0.166666667;1;0;0.212765957;1
15002;0;0;0;1;0;1;0;1;0;1;0;0.066502463;0.053030303;0;0.116666667;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0.5;0.25;0;0;0.333333333;0;0.2;0.2;0;0.142857143;0;0;0.333333333;1;0;0.425531915;1
15156;0;0;0;1;1;0;0;1;1;0;0;0.5;0;0;0.866666667;0;1;0;0;1;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0.333333333;0;0.25;0.8;0.4;0;0.142857143;0;0;0.166666667;1;0;0.595744681;1
15175;0;0;0;1;1;0;0;0;1;1;0;0.4408867;0;0.944444444;0.166666667;0.235294118;1;0;0;1;0;0;0.5;0;0;0;0;1;0;0;0.5;0.75;0.333333333;0;0.666666667;0.5;0;0.4;0;0.428571429;0;0;0.333333333;1;1;0.127659574;1
15224;0;0;0;1;0;0;1;1;1;0;0;0.115763547;0;0;0.033333333;0;1;0;0;1;0;0;0;0.25;0;0;0;0;0;0.25;0.5;0.25;0;0;0;0;0;0;0;0.142857143;0;0;0.333333333;1;0;0.319148936;1
15263;0;0;0;1;0;0;1;1;0;1;0;0.041871921;0.109848485;0;0.016666667;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0.25;0;0;0.333333333;0;0;1;0;0.142857143;0;0;0.5;1;0;0.29787234;1
15289;0;0;0;1;0;0;1;1;0;1;0;0;0.03030303;0;0.311111111;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.25;0.333333333;0.666666667;0;0.5;0.6;0;0;0.428571429;0;0;0.5;1;0;0.170212766;1
15337;0;0;0;1;0;1;0;1;0;1;0;0.007389163;0.045454545;0;0.011111111;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.142857143;0;0;0.5;0;0;0.127659574;1
15343;0;0;0;1;1;0;0;1;1;0;0;0;0.045454545;0;0.011111111;0;1;0;0;1;0;0;0;0.25;0;0;0;0;0;0.25;1;1;0.333333333;0.333333333;1;0.75;0.2;0.6;0;0.714285714;0;0;0.333333333;1;0;0.212765957;1
15350;0;0;0;1;0;1;0;0;1;1;0;0.189655172;0;0;0.002777778;0;1;0;0;1;0;0;0;0.25;0;0;0;0;0;0;1;0.75;0.666666667;0;0.666666667;0.5;0.6;0.4;0;0.571428571;0;0;0.166666667;1;0;0.14893617;1
15402;0;0;0;1;0;1;0;1;0;0;1;0.071428571;0.636363636;0;0.066666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0.25;0.5;0.25;0;0;0.333333333;0;0;0.6;0;0.142857143;0;0;0.333333333;1;0;0.106382979;1
15420;0;0;0;1;0;0;1;1;0;1;0;0.004926108;0.159090909;0;0.005555556;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;0;0;0.4;0;0.142857143;0;0;0.166666667;1;0;0.553191489;1
15583;0;0;0;1;0;1;0;0;1;1;0;0.293103448;0;0;0.2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0.333333333;0.333333333;0;0.4;0.2;0;0.285714286;0;0;0.5;1;0;0.063829787;1
15596;0;0;0;1;1;0;0;1;0;0;1;0.411330049;0;0;0.5;0;0;1;0;0;1;0;0;0.5;0;0;0;0;0;0.25;1;0.5;0;0;0.666666667;0;0;0.4;0;0.285714286;0;0;0.166666667;1;0;0.595744681;1
15627;0;0;0;1;0;0;1;1;1;0;0;0;0.034090909;0;0.05;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0.5;1;0;0;1;0;0;1;0;0.857142857;0;0;0.166666667;1;0;0.255319149;1
15639;0;0;0;1;0;1;0;1;0;1;0;0.293103448;0;0;0.083333333;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;0;0;0.2;0;0.142857143;0;0;0.333333333;1;0;0.106382979;1
15680;0;0;0;1;0;1;0;1;0;1;0;0.056650246;0.136363636;0;0.086111111;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0.666666667;0;0;0.4;0;0.285714286;0;0;0.166666667;1;0;0.170212766;1
15708;0;0;0;1;1;0;0;1;1;0;0;0.056650246;0.181818182;0;0.033333333;0;1;0;0;1;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0.333333333;0;0;0.2;0;0.142857143;0;0;0.166666667;1;0;0.255319149;1
15732;0;0;0.5;1;0;0;1;1;1;0;0;0.137931034;0.681818182;1;0.066666667;0.352941176;1;0;0;1;0;0;0.5;0.5;1;1;1;1;1;0;0;0;0;0;0;0.25;0;0.4;0;0;0;0;0.333333333;1;1;0.170212766;1
15918;0;0.242935052;0.5;1;0;0;1;1;0;0;1;0.004926108;0.363636364;0.833333333;0.05;0.823529412;1;0;0;1;0;0;0;0.5;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;1;1;0.361702128;1
15945;0;0;0;1;0;0;1;1;0;1;0;0.174876847;0;0;0.022222222;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0.5;0.75;0.333333333;0.333333333;1;0.25;0.2;0.8;0;0.714285714;0;0;0.166666667;1;0;0.723404255;1
15977;0;0;0.5;1;1;0;0;1;0;0;1;0.130541872;0.022727273;0;0.141666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;1;0;0.127659574;1
16134;0;0;0;1;0;1;0;0;1;1;0;0.736453202;0;0;0.216666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0.25;0;0.8;0;0.571428571;0;0;0.333333333;1;0;0.170212766;1
16319;0;0;0;1;0;0;1;1;0;1;0;0.061576355;0.098484848;0;0.172222222;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0.5;0;0;0.666666667;0;0;0.4;0;0.285714286;0;0;0.333333333;1;0;0.063829787;1
16482;0;0;0;1;0;1;0;1;0;1;0;0.007389163;0.227272727;0;0.011111111;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0.25;1;0.75;0;0;1;0;0;0.6;0;0.428571429;0;0;0.166666667;1;0;0.489361702;1
16490;0;0;0.5;1;1;0;0;1;1;0;0;0.4408867;0;0;0.025;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0;0.333333333;0;0;0.25;0;0;0;0.142857143;0;0;0.666666667;1;0;0.510638298;1
16492;0;0;0;1;0;0;1;1;1;0;0;0.091133005;0.113636364;0.055555556;0.033333333;1;1;0;0;1;0;0;1;0.75;1;0;1;1;1;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0.166666667;1;1;0.531914894;1
16647;0;0;0.5;1;1;0;0;1;1;0;0;0.293103448;0;0;0.083333333;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0.5;0;0;1;0;0;0.6;0;0.428571429;0;0;0.166666667;1;0;0.404255319;1
16748;0;0;0.5;1;1;0;0;1;0;1;0;0.017241379;0.136363636;0.333333333;0.025;0.352941176;1;0;0;1;0;0;0.5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;1;1;0.170212766;1
16816;0;0;0;1;1;0;0;1;0;0;1;0.945812808;0.003787879;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;0;0;0.2;0;0;0.142857143;0;0;0.666666667;1;0;0.723404255;1
16847;0;0;0;1;0;1;0;1;0;0;1;0.204433498;0;1;0.033333333;0.588235294;1;0;0;1;0;0;0;0.25;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1;1;0.617021277;1
